?cls	?xref
<http://purl.obolibrary.org/obo/MONDO_0003060>	"UMLS:C0750952"
<http://purl.obolibrary.org/obo/MONDO_0003060>	"DOID:4607"
<http://purl.obolibrary.org/obo/MONDO_0003060>	"ICD9:156.9"
<http://purl.obolibrary.org/obo/MONDO_0003060>	"SCTID:126853008"
<http://purl.obolibrary.org/obo/MONDO_0005546>	"NCIT:C87497"
<http://purl.obolibrary.org/obo/MONDO_0005546>	"EFO:0005687"
<http://purl.obolibrary.org/obo/MONDO_0005546>	"MESH:D005356"
<http://purl.obolibrary.org/obo/MONDO_0005546>	"SCTID:203082005"
<http://purl.obolibrary.org/obo/MONDO_0005546>	"ICD9:729.1"
<http://purl.obolibrary.org/obo/MONDO_0005546>	"Orphanet:41842"
<http://purl.obolibrary.org/obo/MONDO_0005546>	"ICD10CM:M79.7"
<http://purl.obolibrary.org/obo/MONDO_0005546>	"SCTID:24693007"
<http://purl.obolibrary.org/obo/MONDO_0005546>	"UMLS:C0016053"
<http://purl.obolibrary.org/obo/MONDO_0005546>	"DOID:631"
<http://purl.obolibrary.org/obo/MONDO_0006643>	"SCTID:83521008"
<http://purl.obolibrary.org/obo/MONDO_0006643>	"MESH:D002310"
<http://purl.obolibrary.org/obo/MONDO_0006643>	"UMLS:C0007192"
<http://purl.obolibrary.org/obo/MONDO_0006643>	"ICD10CM:I42.6"
<http://purl.obolibrary.org/obo/MONDO_0006643>	"DOID:12935"
<http://purl.obolibrary.org/obo/MONDO_0006643>	"MedDRA:10001616"
<http://purl.obolibrary.org/obo/MONDO_0006643>	"NCIT:C53653"
<http://purl.obolibrary.org/obo/MONDO_0006643>	"ICD9:425.5"
<http://purl.obolibrary.org/obo/MONDO_0006643>	"EFO:1000801"
<http://purl.obolibrary.org/obo/MONDO_0006181>	"NCIT:C96963"
<http://purl.obolibrary.org/obo/MONDO_0006181>	"EFO:1000218"
<http://purl.obolibrary.org/obo/MONDO_0006181>	"UMLS:C0151544"
<http://purl.obolibrary.org/obo/MONDO_0006181>	"DOID:0050922"
<http://purl.obolibrary.org/obo/MONDO_0006181>	"HP:0002672"
<http://purl.obolibrary.org/obo/MONDO_0001340>	"ICD9:164.1"
<http://purl.obolibrary.org/obo/MONDO_0001340>	"DOID:117"
<http://purl.obolibrary.org/obo/MONDO_0001340>	"NCIT:C3548"
<http://purl.obolibrary.org/obo/MONDO_0001340>	"MESH:D006338"
<http://purl.obolibrary.org/obo/MONDO_0003184>	"DOID:4876"
<http://purl.obolibrary.org/obo/MONDO_0003184>	"EFO:1000599"
<http://purl.obolibrary.org/obo/MONDO_0003184>	"UMLS:C1744708"
<http://purl.obolibrary.org/obo/MONDO_0003184>	"NCIT:C9347"
<http://purl.obolibrary.org/obo/MONDO_0044925>	"NCIT:C8990"
<http://purl.obolibrary.org/obo/MONDO_0044925>	"UMLS:C0151546"
<http://purl.obolibrary.org/obo/MONDO_0004993>	"CSP:2000-1867"
<http://purl.obolibrary.org/obo/MONDO_0004993>	"DOID:305"
<http://purl.obolibrary.org/obo/MONDO_0004993>	"ICDO:8010/3"
<http://purl.obolibrary.org/obo/MONDO_0004993>	"EFO:0000313"
<http://purl.obolibrary.org/obo/MONDO_0004993>	"UMLS:C0007097"
<http://purl.obolibrary.org/obo/MONDO_0004993>	"SCTID:722688002"
<http://purl.obolibrary.org/obo/MONDO_0004993>	"MESH:D002277"
<http://purl.obolibrary.org/obo/MONDO_0004993>	"NCIT:C2916"
<http://purl.obolibrary.org/obo/MONDO_0004993>	"ICDO:8011/3"
<http://purl.obolibrary.org/obo/MONDO_0000921>	"UMLS:C0345916"
<http://purl.obolibrary.org/obo/MONDO_0000921>	"NCIT:C4443"
<http://purl.obolibrary.org/obo/MONDO_0000921>	"SCTID:126858004"
<http://purl.obolibrary.org/obo/MONDO_0000921>	"ONCOTREE:AMPULLAOFVATER"
<http://purl.obolibrary.org/obo/MONDO_0000921>	"DOID:10022"
<http://purl.obolibrary.org/obo/MONDO_0024315>	"NCIT:C34587"
<http://purl.obolibrary.org/obo/MONDO_0024315>	"SCTID:57100005"
<http://purl.obolibrary.org/obo/MONDO_0024315>	"UMLS:C0014238"
<http://purl.obolibrary.org/obo/MONDO_0024315>	"ICD9:360.13"
<http://purl.obolibrary.org/obo/MONDO_0005301>	"DOID:2377"
<http://purl.obolibrary.org/obo/MONDO_0005301>	"NCIT:C3243"
<http://purl.obolibrary.org/obo/MONDO_0005301>	"UMLS:C0026769"
<http://purl.obolibrary.org/obo/MONDO_0005301>	"ICD9:340"
<http://purl.obolibrary.org/obo/MONDO_0005301>	"MESH:D009103"
<http://purl.obolibrary.org/obo/MONDO_0005301>	"Orphanet:802"
<http://purl.obolibrary.org/obo/MONDO_0005301>	"EFO:0003885"
<http://purl.obolibrary.org/obo/MONDO_0005301>	"SCTID:24700007"
<http://purl.obolibrary.org/obo/MONDO_0005301>	"ICD10CM:G35"
<http://purl.obolibrary.org/obo/MONDO_0020800>	"UMLS:C0011302"
<http://purl.obolibrary.org/obo/MONDO_0020800>	"ICD9:341.9"
<http://purl.obolibrary.org/obo/MONDO_0020800>	"SCTID:6118003"
<http://purl.obolibrary.org/obo/MONDO_0020800>	"NCIT:C34526"
<http://purl.obolibrary.org/obo/MONDO_0020800>	"ICD9:341.8"
<http://purl.obolibrary.org/obo/MONDO_0020800>	"ICD10CM:G35-G37"
<http://purl.obolibrary.org/obo/MONDO_0004335>	"DOID:77"
<http://purl.obolibrary.org/obo/MONDO_0004335>	"SCTID:53619000"
<http://purl.obolibrary.org/obo/MONDO_0004335>	"MESH:D005767"
<http://purl.obolibrary.org/obo/MONDO_0004335>	"ICD9:520-579.99"
<http://purl.obolibrary.org/obo/MONDO_0004335>	"EFO:0000405"
<http://purl.obolibrary.org/obo/MONDO_0004335>	"NCIT:C2990"
<http://purl.obolibrary.org/obo/MONDO_0004335>	"ICD10CM:K00-K95"
<http://purl.obolibrary.org/obo/MONDO_0004335>	"ICD9:V47.3"
<http://purl.obolibrary.org/obo/MONDO_0002969>	"UMLS:C0496833"
<http://purl.obolibrary.org/obo/MONDO_0002969>	"NCIT:C4766"
<http://purl.obolibrary.org/obo/MONDO_0002969>	"DOID:4352"
<http://purl.obolibrary.org/obo/MONDO_0002969>	"SCTID:188263008"
<http://purl.obolibrary.org/obo/MONDO_0005109>	"EFO:0000764"
<http://purl.obolibrary.org/obo/MONDO_0005109>	"DOID:526"
<http://purl.obolibrary.org/obo/MONDO_0005109>	"UMLS:C0019693"
<http://purl.obolibrary.org/obo/MONDO_0005109>	"SCTID:86406008"
<http://purl.obolibrary.org/obo/MONDO_0005109>	"NCIT:C3108"
<http://purl.obolibrary.org/obo/MONDO_0005109>	"ICD9:042"
<http://purl.obolibrary.org/obo/MONDO_0005109>	"MESH:D015658"
<http://purl.obolibrary.org/obo/MONDO_0005109>	"ICD9:042-042.99"
<http://purl.obolibrary.org/obo/MONDO_0005109>	"ICD10CM:B20-B20"
<http://purl.obolibrary.org/obo/MONDO_0003617>	"NCIT:C40118"
<http://purl.obolibrary.org/obo/MONDO_0003617>	"UMLS:C0269041"
<http://purl.obolibrary.org/obo/MONDO_0003617>	"SCTID:55551005"
<http://purl.obolibrary.org/obo/MONDO_0003617>	"DOID:5731"
<http://purl.obolibrary.org/obo/MONDO_0003617>	"ICD10CM:N70.11"
<http://purl.obolibrary.org/obo/MONDO_0006173>	"SCTID:255003007"
<http://purl.obolibrary.org/obo/MONDO_0006173>	"NCIT:C4549"
<http://purl.obolibrary.org/obo/MONDO_0006173>	"EFO:1000206"
<http://purl.obolibrary.org/obo/MONDO_0006173>	"UMLS:C0346359"
<http://purl.obolibrary.org/obo/MONDO_0006173>	"DOID:1748"
<http://purl.obolibrary.org/obo/MONDO_0003406>	"MESH:D012893"
<http://purl.obolibrary.org/obo/MONDO_0003406>	"ICD9:307.4"
<http://purl.obolibrary.org/obo/MONDO_0003406>	"ICD9:307.49"
<http://purl.obolibrary.org/obo/MONDO_0003406>	"ICD10CM:G47"
<http://purl.obolibrary.org/obo/MONDO_0003406>	"EFO:0008568"
<http://purl.obolibrary.org/obo/MONDO_0003406>	"DOID:535"
<http://purl.obolibrary.org/obo/MONDO_0003406>	"SCTID:39898005"
<http://purl.obolibrary.org/obo/MONDO_0003406>	"ICD9:307.40"
<http://purl.obolibrary.org/obo/MONDO_0005406>	"SCTID:11687002"
<http://purl.obolibrary.org/obo/MONDO_0005406>	"NCIT:C34942"
<http://purl.obolibrary.org/obo/MONDO_0005406>	"DOID:11714"
<http://purl.obolibrary.org/obo/MONDO_0005406>	"UMLS:C0085207"
<http://purl.obolibrary.org/obo/MONDO_0005406>	"MESH:D016640"
<http://purl.obolibrary.org/obo/MONDO_0005406>	"EFO:0004593"
<http://purl.obolibrary.org/obo/MONDO_0024301>	"DOID:0050032"
<http://purl.obolibrary.org/obo/MONDO_0100010>	"SCTID:68172002"
<http://purl.obolibrary.org/obo/MONDO_0100010>	"EFO:1001434"
<http://purl.obolibrary.org/obo/MONDO_0100010>	"MESH:D052256"
<http://purl.obolibrary.org/obo/MONDO_0005281>	"ICD9:575.9"
<http://purl.obolibrary.org/obo/MONDO_0005281>	"MESH:D005705"
<http://purl.obolibrary.org/obo/MONDO_0005281>	"ICD10CM:K82"
<http://purl.obolibrary.org/obo/MONDO_0005281>	"EFO:0003832"
<http://purl.obolibrary.org/obo/MONDO_0005281>	"SCTID:39621005"
<http://purl.obolibrary.org/obo/MONDO_0005281>	"DOID:0060262"
<http://purl.obolibrary.org/obo/MONDO_0005281>	"NCIT:C34631"
<http://purl.obolibrary.org/obo/MONDO_0005281>	"UMLS:C0016977"
<http://purl.obolibrary.org/obo/MONDO_0005281>	"ICD9:575.8"
<http://purl.obolibrary.org/obo/MONDO_0021629>	"NCIT:C40133"
<http://purl.obolibrary.org/obo/MONDO_0021629>	"UMLS:C1519870"
<http://purl.obolibrary.org/obo/MONDO_0005550>	"ICD9:136.9"
<http://purl.obolibrary.org/obo/MONDO_0005550>	"ICD10CM:A00-B99"
<http://purl.obolibrary.org/obo/MONDO_0005550>	"DOID:0050117"
<http://purl.obolibrary.org/obo/MONDO_0005550>	"ICD9:079.0"
<http://purl.obolibrary.org/obo/MONDO_0005550>	"MESH:D003141"
<http://purl.obolibrary.org/obo/MONDO_0005550>	"NCIT:C26726"
<http://purl.obolibrary.org/obo/MONDO_0005550>	"EFO:0005741"
<http://purl.obolibrary.org/obo/MONDO_0005550>	"SCTID:40733004"
<http://purl.obolibrary.org/obo/MONDO_0005550>	"ICD9:136.8"
<http://purl.obolibrary.org/obo/MONDO_0005550>	"IDO:0000436"
<http://purl.obolibrary.org/obo/MONDO_0005564>	"NCIT:C3264"
<http://purl.obolibrary.org/obo/MONDO_0005564>	"MESH:D009373"
<http://purl.obolibrary.org/obo/MONDO_0005564>	"UMLS:C0027654"
<http://purl.obolibrary.org/obo/MONDO_0005564>	"ONCOTREE:EMBT"
<http://purl.obolibrary.org/obo/MONDO_0005564>	"EFO:0005784"
<http://purl.obolibrary.org/obo/MONDO_0005564>	"DOID:688"
<http://purl.obolibrary.org/obo/MONDO_0005391>	"UMLS:C0035258"
<http://purl.obolibrary.org/obo/MONDO_0005391>	"NCIT:C84501"
<http://purl.obolibrary.org/obo/MONDO_0005391>	"ICD10CM:G25.81"
<http://purl.obolibrary.org/obo/MONDO_0005391>	"MESH:D012148"
<http://purl.obolibrary.org/obo/MONDO_0005391>	"EFO:0004270"
<http://purl.obolibrary.org/obo/MONDO_0005391>	"DOID:0050425"
<http://purl.obolibrary.org/obo/MONDO_0005391>	"ICD9:333.99"
<http://purl.obolibrary.org/obo/MONDO_0005391>	"ICD9:333.94"
<http://purl.obolibrary.org/obo/MONDO_0005391>	"SCTID:32914008"
<http://purl.obolibrary.org/obo/MONDO_0006206>	"NCIT:C3867"
<http://purl.obolibrary.org/obo/MONDO_0006206>	"EFO:1000251"
<http://purl.obolibrary.org/obo/MONDO_0006206>	"DOID:1963"
<http://purl.obolibrary.org/obo/MONDO_0006206>	"UMLS:C0238122"
<http://purl.obolibrary.org/obo/MONDO_0006206>	"SCTID:276870001"
<http://purl.obolibrary.org/obo/MONDO_0021063>	"ICD9:153.8"
<http://purl.obolibrary.org/obo/MONDO_0021063>	"NCIT:C9242"
<http://purl.obolibrary.org/obo/MONDO_0021063>	"ICD9:153"
<http://purl.obolibrary.org/obo/MONDO_0021063>	"UMLS:C0007102"
<http://purl.obolibrary.org/obo/MONDO_0021063>	"ICD9:153.9"
<http://purl.obolibrary.org/obo/MONDO_0021063>	"SCTID:363406005"
<http://purl.obolibrary.org/obo/MONDO_0021063>	"DOID:219"
<http://purl.obolibrary.org/obo/MONDO_0005871>	"SCTID:84706005"
<http://purl.obolibrary.org/obo/MONDO_0005871>	"MESH:D009349"
<http://purl.obolibrary.org/obo/MONDO_0005871>	"UMLS:C0027583"
<http://purl.obolibrary.org/obo/MONDO_0005871>	"MESH:D007815"
<http://purl.obolibrary.org/obo/MONDO_0005871>	"EFO:0007391"
<http://purl.obolibrary.org/obo/MONDO_0020641>	"NCIT:C3355"
<http://purl.obolibrary.org/obo/MONDO_0020641>	"MESH:D012142"
<http://purl.obolibrary.org/obo/MONDO_0020641>	"EFO:0003853"
<http://purl.obolibrary.org/obo/MONDO_0020641>	"ICD10CM:C30-C39"
<http://purl.obolibrary.org/obo/MONDO_0020641>	"SCTID:126667002"
<http://purl.obolibrary.org/obo/MONDO_0002132>	"DOID:1863"
<http://purl.obolibrary.org/obo/MONDO_0002132>	"UMLS:C0037305"
<http://purl.obolibrary.org/obo/MONDO_0002132>	"SCTID:126538005"
<http://purl.obolibrary.org/obo/MONDO_0002132>	"NCIT:C155790"
<http://purl.obolibrary.org/obo/MONDO_0021699>	"MESH:D020751"
<http://purl.obolibrary.org/obo/MONDO_0021699>	"SCTID:719848005"
<http://purl.obolibrary.org/obo/MONDO_0021699>	"UMLS:C0236970"
<http://purl.obolibrary.org/obo/MONDO_0006054>	"NCIT:C3674"
<http://purl.obolibrary.org/obo/MONDO_0006054>	"EFO:1000051"
<http://purl.obolibrary.org/obo/MONDO_0006054>	"UMLS:C0178830"
<http://purl.obolibrary.org/obo/MONDO_0021533>	"NCIT:C4637"
<http://purl.obolibrary.org/obo/MONDO_0021533>	"MESH:C562842"
<http://purl.obolibrary.org/obo/MONDO_0021533>	"UMLS:C0349535"
<http://purl.obolibrary.org/obo/MONDO_0021533>	"SCTID:276816003"
<http://purl.obolibrary.org/obo/MONDO_0021533>	"OMIM:114900"
<http://purl.obolibrary.org/obo/MONDO_0001650>	"NCIT:C26934"
<http://purl.obolibrary.org/obo/MONDO_0001650>	"UMLS:C0149523"
<http://purl.obolibrary.org/obo/MONDO_0001650>	"ICD10CM:N30.0"
<http://purl.obolibrary.org/obo/MONDO_0001650>	"SCTID:68226007"
<http://purl.obolibrary.org/obo/MONDO_0001650>	"ICD9:595.0"
<http://purl.obolibrary.org/obo/MONDO_0001650>	"DOID:13148"
<http://purl.obolibrary.org/obo/MONDO_0024494>	"NCIT:C28082"
<http://purl.obolibrary.org/obo/MONDO_0003212>	"DOID:4931"
<http://purl.obolibrary.org/obo/MONDO_0003212>	"UMLS:C1377785"
<http://purl.obolibrary.org/obo/MONDO_0003212>	"NCIT:C9336"
<http://purl.obolibrary.org/obo/MONDO_0003212>	"SCTID:448990005"
<http://purl.obolibrary.org/obo/MONDO_0021353>	"NCIT:C3435"
<http://purl.obolibrary.org/obo/MONDO_0021353>	"ICD9:239.5"
<http://purl.obolibrary.org/obo/MONDO_0021353>	"EFO:0003859"
<http://purl.obolibrary.org/obo/MONDO_0021353>	"ONCOTREE:UTERUS"
<http://purl.obolibrary.org/obo/MONDO_0021353>	"SCTID:126908007"
<http://purl.obolibrary.org/obo/MONDO_0019019>	"NORD:1535"
<http://purl.obolibrary.org/obo/MONDO_0019019>	"NCIT:C26837"
<http://purl.obolibrary.org/obo/MONDO_0019019>	"UMLS:C0029434"
<http://purl.obolibrary.org/obo/MONDO_0019019>	"SCTID:78314001"
<http://purl.obolibrary.org/obo/MONDO_0019019>	"DOID:12347"
<http://purl.obolibrary.org/obo/MONDO_0019019>	"MESH:D010013"
<http://purl.obolibrary.org/obo/MONDO_0019019>	"MedDRA:10031243"
<http://purl.obolibrary.org/obo/MONDO_0019019>	"OMIMPS:166200"
<http://purl.obolibrary.org/obo/MONDO_0019019>	"ICD9:756.51"
<http://purl.obolibrary.org/obo/MONDO_0019019>	"GARD:1017"
<http://purl.obolibrary.org/obo/MONDO_0019019>	"Orphanet:666"
<http://purl.obolibrary.org/obo/MONDO_0019019>	"ICD10CM:Q78.0"
<http://purl.obolibrary.org/obo/MONDO_0017256>	"Orphanet:280914"
<http://purl.obolibrary.org/obo/MONDO_0017256>	"SCTID:231947004"
<http://purl.obolibrary.org/obo/MONDO_0017256>	"GARD:21098"
<http://purl.obolibrary.org/obo/MONDO_0017256>	"UMLS:C0339315"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"EFO:1001351"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"ICD9:711.94"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"MESH:D001170"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"ICD9:711.97"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"ICD9:711.96"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"ICD9:711.0"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"ICD9:711.91"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"ICD9:711.90"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"SCTID:48245008"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"NCIT:C26700"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"NCIT:C26699"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"ICD9:711.9"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"ICD9:711.93"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"DOID:813"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"ICD9:711.40"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"ICD9:711.95"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"ICD9:711.92"
<http://purl.obolibrary.org/obo/MONDO_0005113>	"ICD9:041.89"
<http://purl.obolibrary.org/obo/MONDO_0005113>	"ICD9:040.89"
<http://purl.obolibrary.org/obo/MONDO_0005113>	"UMLS:C0004623"
<http://purl.obolibrary.org/obo/MONDO_0005113>	"DOID:104"
<http://purl.obolibrary.org/obo/MONDO_0005113>	"EFO:0000771"
<http://purl.obolibrary.org/obo/MONDO_0005113>	"NCIT:C2890"
<http://purl.obolibrary.org/obo/MONDO_0005113>	"ICD9:041.9"
<http://purl.obolibrary.org/obo/MONDO_0005113>	"SCTID:87628006"
<http://purl.obolibrary.org/obo/MONDO_0005113>	"MESH:D001424"
<http://purl.obolibrary.org/obo/MONDO_0100347>	"SCTID:35868009"
<http://purl.obolibrary.org/obo/MONDO_0100347>	"NORD:890"
<http://purl.obolibrary.org/obo/MONDO_0100347>	"ICD10CM:E34.0"
<http://purl.obolibrary.org/obo/MONDO_0100347>	"MedDRA:10007270"
<http://purl.obolibrary.org/obo/MONDO_0100347>	"ICD9:259.2"
<http://purl.obolibrary.org/obo/MONDO_0100347>	"EFO:1000852"
<http://purl.obolibrary.org/obo/MONDO_0100347>	"GARD:5994"
<http://purl.obolibrary.org/obo/MONDO_0100347>	"NCIT:C3215"
<http://purl.obolibrary.org/obo/MONDO_0100347>	"Orphanet:100093"
<http://purl.obolibrary.org/obo/MONDO_0002433>	"SCTID:188307009"
<http://purl.obolibrary.org/obo/MONDO_0002433>	"ICD9:192.0"
<http://purl.obolibrary.org/obo/MONDO_0002433>	"NCIT:C3571"
<http://purl.obolibrary.org/obo/MONDO_0002433>	"UMLS:C0153644"
<http://purl.obolibrary.org/obo/MONDO_0002433>	"DOID:2815"
<http://purl.obolibrary.org/obo/MONDO_0021220>	"ICD10CM:C69-C72"
<http://purl.obolibrary.org/obo/MONDO_0021220>	"NCIT:C3030"
<http://purl.obolibrary.org/obo/MONDO_0021220>	"ONCOTREE:EYE"
<http://purl.obolibrary.org/obo/MONDO_0005334>	"EFO:0004128"
<http://purl.obolibrary.org/obo/MONDO_0005334>	"SCTID:399340005"
<http://purl.obolibrary.org/obo/MONDO_0005334>	"MESH:D009394"
<http://purl.obolibrary.org/obo/MONDO_0024619>	"UMLS:C4759823"
<http://purl.obolibrary.org/obo/MONDO_0024619>	"MESH:D002494"
<http://purl.obolibrary.org/obo/MONDO_0024619>	"ICD9:349.89"
<http://purl.obolibrary.org/obo/MONDO_0024619>	"NCIT:C27582"
<http://purl.obolibrary.org/obo/MONDO_0024619>	"SCTID:128117002"
<http://purl.obolibrary.org/obo/MONDO_0024619>	"EFO:1001456"
<http://purl.obolibrary.org/obo/MONDO_0021080>	"SCTID:126736007"
<http://purl.obolibrary.org/obo/MONDO_0021080>	"NCIT:C7387"
<http://purl.obolibrary.org/obo/MONDO_0024458>	"SCTID:128127008"
<http://purl.obolibrary.org/obo/MONDO_0002654>	"ICD9:621.8"
<http://purl.obolibrary.org/obo/MONDO_0002654>	"NCIT:C26907"
<http://purl.obolibrary.org/obo/MONDO_0002654>	"SCTID:12337004"
<http://purl.obolibrary.org/obo/MONDO_0002654>	"UMLS:C0042131"
<http://purl.obolibrary.org/obo/MONDO_0002654>	"MESH:D014591"
<http://purl.obolibrary.org/obo/MONDO_0002654>	"ICD9:621.9"
<http://purl.obolibrary.org/obo/MONDO_0002654>	"DOID:345"
<http://purl.obolibrary.org/obo/MONDO_0020010>	"UMLS:C0597039"
<http://purl.obolibrary.org/obo/MONDO_0020010>	"NCIT:C27590"
<http://purl.obolibrary.org/obo/MONDO_0020010>	"GARD:19386"
<http://purl.obolibrary.org/obo/MONDO_0020010>	"Orphanet:98010"
<http://purl.obolibrary.org/obo/MONDO_0020010>	"SCTID:128116006"
<http://purl.obolibrary.org/obo/MONDO_0020010>	"ICD9:349.89"
<http://purl.obolibrary.org/obo/MONDO_0000621>	"DOID:0060083"
<http://purl.obolibrary.org/obo/MONDO_0004756>	"SCTID:126670003"
<http://purl.obolibrary.org/obo/MONDO_0004756>	"NCIT:C4413"
<http://purl.obolibrary.org/obo/MONDO_0004756>	"DOID:9310"
<http://purl.obolibrary.org/obo/MONDO_0004756>	"UMLS:C0345630"
<http://purl.obolibrary.org/obo/MONDO_0007263>	"NCIT:C2881"
<http://purl.obolibrary.org/obo/MONDO_0007263>	"SCTID:698247007"
<http://purl.obolibrary.org/obo/MONDO_0007263>	"EFO:0004269"
<http://purl.obolibrary.org/obo/MONDO_0007263>	"ICD9:427.9"
<http://purl.obolibrary.org/obo/MONDO_0008627>	"NCIT:C7543"
<http://purl.obolibrary.org/obo/MONDO_0008627>	"MESH:D014516"
<http://purl.obolibrary.org/obo/MONDO_0008627>	"UMLS:C0153619"
<http://purl.obolibrary.org/obo/MONDO_0008627>	"ICD9:189.2"
<http://purl.obolibrary.org/obo/MONDO_0008627>	"DOID:11819"
<http://purl.obolibrary.org/obo/MONDO_0008627>	"SCTID:363458004"
<http://purl.obolibrary.org/obo/MONDO_0008627>	"OMIM:191600"
<http://purl.obolibrary.org/obo/MONDO_0008627>	"ICD10CM:C66"
<http://purl.obolibrary.org/obo/MONDO_0000252>	"DOID:0050132"
<http://purl.obolibrary.org/obo/MONDO_0000252>	"SCTID:95544006"
<http://purl.obolibrary.org/obo/MONDO_0018364>	"SCTID:254849005"
<http://purl.obolibrary.org/obo/MONDO_0018364>	"DOID:2151"
<http://purl.obolibrary.org/obo/MONDO_0018364>	"Orphanet:398934"
<http://purl.obolibrary.org/obo/MONDO_0018364>	"NCIT:C40026"
<http://purl.obolibrary.org/obo/MONDO_0018364>	"MESH:C538090"
<http://purl.obolibrary.org/obo/MONDO_0018364>	"GARD:9362"
<http://purl.obolibrary.org/obo/MONDO_0005154>	"UMLS:C4021780"
<http://purl.obolibrary.org/obo/MONDO_0005154>	"ICD9:573.8"
<http://purl.obolibrary.org/obo/MONDO_0005154>	"MESH:D008107"
<http://purl.obolibrary.org/obo/MONDO_0005154>	"DOID:409"
<http://purl.obolibrary.org/obo/MONDO_0005154>	"EFO:0001421"
<http://purl.obolibrary.org/obo/MONDO_0005154>	"SCTID:235856003"
<http://purl.obolibrary.org/obo/MONDO_0005154>	"ICD9:573.9"
<http://purl.obolibrary.org/obo/MONDO_0005154>	"ICD10CM:K70-K77"
<http://purl.obolibrary.org/obo/MONDO_0005154>	"NCIT:C3196"
<http://purl.obolibrary.org/obo/MONDO_0043693>	"NCIT:C34783"
<http://purl.obolibrary.org/obo/MONDO_0043693>	"MESH:D008108"
<http://purl.obolibrary.org/obo/MONDO_0043693>	"EFO:0008573"
<http://purl.obolibrary.org/obo/MONDO_0043693>	"SCTID:41309000"
<http://purl.obolibrary.org/obo/MONDO_0018536>	"UMLS:C4707555"
<http://purl.obolibrary.org/obo/MONDO_0018536>	"SCTID:765741003"
<http://purl.obolibrary.org/obo/MONDO_0018536>	"GARD:21791"
<http://purl.obolibrary.org/obo/MONDO_0018536>	"Orphanet:424991"
<http://purl.obolibrary.org/obo/MONDO_0005522>	"ONCOTREE:SIC"
<http://purl.obolibrary.org/obo/MONDO_0005522>	"SCTID:448664009"
<http://purl.obolibrary.org/obo/MONDO_0005522>	"EFO:0005588"
<http://purl.obolibrary.org/obo/MONDO_0005522>	"NCIT:C7724"
<http://purl.obolibrary.org/obo/MONDO_0005522>	"DOID:4907"
<http://purl.obolibrary.org/obo/MONDO_0004781>	"EFO:0008583"
<http://purl.obolibrary.org/obo/MONDO_0004781>	"UMLS:C0155626"
<http://purl.obolibrary.org/obo/MONDO_0004781>	"SCTID:57054005"
<http://purl.obolibrary.org/obo/MONDO_0004781>	"ICD9:410.92"
<http://purl.obolibrary.org/obo/MONDO_0004781>	"ICD9:410.91"
<http://purl.obolibrary.org/obo/MONDO_0004781>	"ICD9:410"
<http://purl.obolibrary.org/obo/MONDO_0004781>	"ICD9:410.9"
<http://purl.obolibrary.org/obo/MONDO_0004781>	"ICD9:410.90"
<http://purl.obolibrary.org/obo/MONDO_0004781>	"ICD10CM:I21.9"
<http://purl.obolibrary.org/obo/MONDO_0004781>	"DOID:9408"
<http://purl.obolibrary.org/obo/MONDO_0004781>	"ICD9:410.82"
<http://purl.obolibrary.org/obo/MONDO_0004781>	"NCIT:C35204"
<http://purl.obolibrary.org/obo/MONDO_0004781>	"ICD9:410.81"
<http://purl.obolibrary.org/obo/MONDO_0004781>	"ICD9:410.80"
<http://purl.obolibrary.org/obo/MONDO_0001991>	"DOID:14535"
<http://purl.obolibrary.org/obo/MONDO_0001991>	"UMLS:C1334566"
<http://purl.obolibrary.org/obo/MONDO_0001991>	"NCIT:C5371"
<http://purl.obolibrary.org/obo/MONDO_0024295>	"MESH:D017192"
<http://purl.obolibrary.org/obo/MONDO_0005271>	"DOID:1205"
<http://purl.obolibrary.org/obo/MONDO_0005271>	"UMLS:C0020517"
<http://purl.obolibrary.org/obo/MONDO_0005271>	"SCTID:609328004"
<http://purl.obolibrary.org/obo/MONDO_0005271>	"ICD9:V15.09"
<http://purl.obolibrary.org/obo/MONDO_0005271>	"EFO:0003785"
<http://purl.obolibrary.org/obo/MONDO_0005271>	"NCIT:C114476"
<http://purl.obolibrary.org/obo/MONDO_0005271>	"MESH:D006967"
<http://purl.obolibrary.org/obo/MONDO_0005271>	"ICD9:995.3"
<http://purl.obolibrary.org/obo/MONDO_0020129>	"GARD:19479"
<http://purl.obolibrary.org/obo/MONDO_0020129>	"UMLS:CN207019"
<http://purl.obolibrary.org/obo/MONDO_0020129>	"Orphanet:98506"
