?cls	?xref
<http://purl.obolibrary.org/obo/MONDO_0015289>	"GARD:19877"
<http://purl.obolibrary.org/obo/MONDO_0015289>	"Orphanet:137593"
<http://purl.obolibrary.org/obo/MONDO_0006059>	"EFO:1000057"
<http://purl.obolibrary.org/obo/MONDO_0006059>	"NCIT:C8192"
<http://purl.obolibrary.org/obo/MONDO_0006059>	"DOID:5515"
<http://purl.obolibrary.org/obo/MONDO_0006059>	"UMLS:C0280333"
<http://purl.obolibrary.org/obo/MONDO_0002542>	"DOID:3185"
<http://purl.obolibrary.org/obo/MONDO_0002542>	"UMLS:C2937245"
<http://purl.obolibrary.org/obo/MONDO_0002542>	"NCIT:C4534"
<http://purl.obolibrary.org/obo/MONDO_0002542>	"SCTID:254946004"
<http://purl.obolibrary.org/obo/MONDO_0003900>	"NCIT:C26729"
<http://purl.obolibrary.org/obo/MONDO_0003900>	"SCTID:105969002"
<http://purl.obolibrary.org/obo/MONDO_0003900>	"DOID:65"
<http://purl.obolibrary.org/obo/MONDO_0003900>	"MESH:D003240"
<http://purl.obolibrary.org/obo/MONDO_0003900>	"UMLS:C0009782"
<http://purl.obolibrary.org/obo/MONDO_0000777>	"DOID:0060502"
<http://purl.obolibrary.org/obo/MONDO_0024499>	"NCIT:C6478"
<http://purl.obolibrary.org/obo/MONDO_0024499>	"UMLS:C1336946"
<http://purl.obolibrary.org/obo/MONDO_0000376>	"ICD9:165.9"
<http://purl.obolibrary.org/obo/MONDO_0000376>	"SCTID:449096009"
<http://purl.obolibrary.org/obo/MONDO_0000376>	"ICD9:165.8"
<http://purl.obolibrary.org/obo/MONDO_0000376>	"DOID:0050615"
<http://purl.obolibrary.org/obo/MONDO_0000376>	"UMLS:C3164456"
<http://purl.obolibrary.org/obo/MONDO_0015967>	"Orphanet:183625"
<http://purl.obolibrary.org/obo/MONDO_0015967>	"NCIT:C129739"
<http://purl.obolibrary.org/obo/MONDO_0015967>	"GARD:20312"
<http://purl.obolibrary.org/obo/MONDO_0005642>	"HP:0007879"
<http://purl.obolibrary.org/obo/MONDO_0005642>	"ICD9:372.14"
<http://purl.obolibrary.org/obo/MONDO_0005642>	"UMLS:C0009766"
<http://purl.obolibrary.org/obo/MONDO_0005642>	"DOID:11204"
<http://purl.obolibrary.org/obo/MONDO_0005642>	"EFO:0007141"
<http://purl.obolibrary.org/obo/MONDO_0005642>	"NCIT:C34506"
<http://purl.obolibrary.org/obo/MONDO_0005642>	"SCTID:473460002"
<http://purl.obolibrary.org/obo/MONDO_0015905>	"Orphanet:181437"
<http://purl.obolibrary.org/obo/MONDO_0015905>	"GARD:20232"
<http://purl.obolibrary.org/obo/MONDO_0015905>	"SCTID:109041000119107"
<http://purl.obolibrary.org/obo/MONDO_0003014>	"SCTID:70076002"
<http://purl.obolibrary.org/obo/MONDO_0003014>	"MESH:D012220"
<http://purl.obolibrary.org/obo/MONDO_0003014>	"NCIT:C34986"
<http://purl.obolibrary.org/obo/MONDO_0003014>	"DOID:4483"
<http://purl.obolibrary.org/obo/MONDO_0003014>	"EFO:0008521"
<http://purl.obolibrary.org/obo/MONDO_0003014>	"UMLS:C0035455"
<http://purl.obolibrary.org/obo/MONDO_0003014>	"ICD10CM:J30"
<http://purl.obolibrary.org/obo/MONDO_0019852>	"OMIMPS:311360"
<http://purl.obolibrary.org/obo/MONDO_0019852>	"GARD:19294"
<http://purl.obolibrary.org/obo/MONDO_0019852>	"Orphanet:95710"
<http://purl.obolibrary.org/obo/MONDO_0019852>	"ICD10CM:E28.3"
<http://purl.obolibrary.org/obo/MONDO_0005277>	"ICD9:346"
<http://purl.obolibrary.org/obo/MONDO_0005277>	"EFO:0003821"
<http://purl.obolibrary.org/obo/MONDO_0005277>	"DOID:6364"
<http://purl.obolibrary.org/obo/MONDO_0005277>	"NCIT:C89715"
<http://purl.obolibrary.org/obo/MONDO_0005277>	"MESH:D008881"
<http://purl.obolibrary.org/obo/MONDO_0005277>	"ICD9:346.9"
<http://purl.obolibrary.org/obo/MONDO_0002334>	"SCTID:129154003"
<http://purl.obolibrary.org/obo/MONDO_0002334>	"NCIT:C35813"
<http://purl.obolibrary.org/obo/MONDO_0002334>	"DOID:2531"
<http://purl.obolibrary.org/obo/MONDO_0002334>	"UMLS:C1512393"
<http://purl.obolibrary.org/obo/MONDO_0002334>	"MESH:D019337"
<http://purl.obolibrary.org/obo/MONDO_0006220>	"NCIT:C9170"
<http://purl.obolibrary.org/obo/MONDO_0006220>	"EFO:1000267"
<http://purl.obolibrary.org/obo/MONDO_0006220>	"DOID:5535"
<http://purl.obolibrary.org/obo/MONDO_0006220>	"UMLS:C0279658"
<http://purl.obolibrary.org/obo/MONDO_0100338>	"MESH:D014552"
<http://purl.obolibrary.org/obo/MONDO_0100338>	"DOID:0080784"
<http://purl.obolibrary.org/obo/MONDO_0002597>	"DOID:3303"
<http://purl.obolibrary.org/obo/MONDO_0002597>	"UMLS:C1335069"
<http://purl.obolibrary.org/obo/MONDO_0002597>	"NCIT:C7063"
<http://purl.obolibrary.org/obo/MONDO_0006030>	"ICD9:595.2"
<http://purl.obolibrary.org/obo/MONDO_0006030>	"EFO:1000023"
<http://purl.obolibrary.org/obo/MONDO_0006030>	"UMLS:C0221763"
<http://purl.obolibrary.org/obo/MONDO_0006030>	"NCIT:C27008"
<http://purl.obolibrary.org/obo/MONDO_0006030>	"DOID:1680"
<http://purl.obolibrary.org/obo/MONDO_0006030>	"SCTID:33655002"
<http://purl.obolibrary.org/obo/MONDO_0021211>	"NCIT:C2907"
<http://purl.obolibrary.org/obo/MONDO_0021225>	"UMLS:C0042162"
<http://purl.obolibrary.org/obo/MONDO_0021225>	"NCIT:C3436"
<http://purl.obolibrary.org/obo/MONDO_0024882>	"NCIT:C36255"
<http://purl.obolibrary.org/obo/MONDO_0010150>	"MedDRA:10060121"
<http://purl.obolibrary.org/obo/MONDO_0010150>	"ONCOTREE:HNSC"
<http://purl.obolibrary.org/obo/MONDO_0010150>	"SCTID:716659002"
<http://purl.obolibrary.org/obo/MONDO_0010150>	"NCIT:C34447"
<http://purl.obolibrary.org/obo/MONDO_0010150>	"OMIM:275355"
<http://purl.obolibrary.org/obo/MONDO_0010150>	"MESH:C535575"
<http://purl.obolibrary.org/obo/MONDO_0010150>	"UMLS:C1168401"
<http://purl.obolibrary.org/obo/MONDO_0010150>	"EFO:0000181"
<http://purl.obolibrary.org/obo/MONDO_0010150>	"DOID:5520"
<http://purl.obolibrary.org/obo/MONDO_0010150>	"Orphanet:67037"
<http://purl.obolibrary.org/obo/MONDO_0005613>	"EFO:0006719"
<http://purl.obolibrary.org/obo/MONDO_0005613>	"ICDO:9110/3"
<http://purl.obolibrary.org/obo/MONDO_0005613>	"NCIT:C4072"
<http://purl.obolibrary.org/obo/MONDO_0005097>	"SCTID:254634000"
<http://purl.obolibrary.org/obo/MONDO_0005097>	"UMLS:C0149782"
<http://purl.obolibrary.org/obo/MONDO_0005097>	"NCIT:C3493"
<http://purl.obolibrary.org/obo/MONDO_0005097>	"EFO:0000708"
<http://purl.obolibrary.org/obo/MONDO_0005097>	"ICD9:162.9"
<http://purl.obolibrary.org/obo/MONDO_0005097>	"ONCOTREE:LUSC"
<http://purl.obolibrary.org/obo/MONDO_0005097>	"DOID:3907"
<http://purl.obolibrary.org/obo/MONDO_0002081>	"UMLS:C0026857"
<http://purl.obolibrary.org/obo/MONDO_0002081>	"NCIT:C107377"
<http://purl.obolibrary.org/obo/MONDO_0002081>	"SCTID:928000"
<http://purl.obolibrary.org/obo/MONDO_0002081>	"ICD9:729.99"
<http://purl.obolibrary.org/obo/MONDO_0002081>	"DOID:17"
<http://purl.obolibrary.org/obo/MONDO_0002081>	"MESH:D009140"
<http://purl.obolibrary.org/obo/MONDO_0002095>	"DOID:175"
<http://purl.obolibrary.org/obo/MONDO_0002095>	"MESH:D009383"
<http://purl.obolibrary.org/obo/MONDO_0002095>	"NCIT:C8538"
<http://purl.obolibrary.org/obo/MONDO_0002270>	"DOID:2327"
<http://purl.obolibrary.org/obo/MONDO_0002270>	"UMLS:C0563238"
<http://purl.obolibrary.org/obo/MONDO_0002270>	"ICD9:008.8"
<http://purl.obolibrary.org/obo/MONDO_0002270>	"NCIT:C27184"
<http://purl.obolibrary.org/obo/MONDO_0002270>	"SCTID:285344007"
<http://purl.obolibrary.org/obo/MONDO_0002326>	"ICD9:291.89"
<http://purl.obolibrary.org/obo/MONDO_0002326>	"DOID:251"
<http://purl.obolibrary.org/obo/MONDO_0002326>	"ICD9:291.8"
<http://purl.obolibrary.org/obo/MONDO_0001429>	"SCTID:66191007"
<http://purl.obolibrary.org/obo/MONDO_0001429>	"ICD9:716.48"
<http://purl.obolibrary.org/obo/MONDO_0001429>	"ICD9:716.41"
<http://purl.obolibrary.org/obo/MONDO_0001429>	"ICD9:716.40"
<http://purl.obolibrary.org/obo/MONDO_0001429>	"UMLS:C0152083"
<http://purl.obolibrary.org/obo/MONDO_0001429>	"DOID:12084"
<http://purl.obolibrary.org/obo/MONDO_0001429>	"NCIT:C35761"
<http://purl.obolibrary.org/obo/MONDO_0019226>	"GARD:18957"
<http://purl.obolibrary.org/obo/MONDO_0019226>	"UMLS:CN227593"
<http://purl.obolibrary.org/obo/MONDO_0019226>	"Orphanet:79178"
<http://purl.obolibrary.org/obo/MONDO_0002866>	"ICD9:537.89"
<http://purl.obolibrary.org/obo/MONDO_0002866>	"SCTID:52182008"
<http://purl.obolibrary.org/obo/MONDO_0002866>	"UMLS:C0013289"
<http://purl.obolibrary.org/obo/MONDO_0002866>	"DOID:4072"
<http://purl.obolibrary.org/obo/MONDO_0002866>	"ICD9:537.9"
<http://purl.obolibrary.org/obo/MONDO_0002866>	"MESH:D004378"
<http://purl.obolibrary.org/obo/MONDO_0045012>	"SCTID:28710006"
<http://purl.obolibrary.org/obo/MONDO_0045012>	"UMLS:C0268283"
<http://purl.obolibrary.org/obo/MONDO_0002714>	"NCIT:C4627"
<http://purl.obolibrary.org/obo/MONDO_0002714>	"MESH:D016543"
<http://purl.obolibrary.org/obo/MONDO_0002714>	"DOID:3620"
<http://purl.obolibrary.org/obo/MONDO_0002714>	"SCTID:126951006"
<http://purl.obolibrary.org/obo/MONDO_0002714>	"NCIT:C9293"
<http://purl.obolibrary.org/obo/MONDO_0002714>	"ICD9:239.7"
<http://purl.obolibrary.org/obo/MONDO_0002714>	"EFO:0000326"
<http://purl.obolibrary.org/obo/MONDO_0000837>	"MESH:D001862"
<http://purl.obolibrary.org/obo/MONDO_0000837>	"DOID:0080011"
<http://purl.obolibrary.org/obo/MONDO_0002977>	"UMLS:C0751871"
<http://purl.obolibrary.org/obo/MONDO_0002977>	"NCIT:C99383"
<http://purl.obolibrary.org/obo/MONDO_0002977>	"DOID:438"
<http://purl.obolibrary.org/obo/MONDO_0002977>	"MESH:D020274"
<http://purl.obolibrary.org/obo/MONDO_0002977>	"UMLS:C0751872"
<http://purl.obolibrary.org/obo/MONDO_0003112>	"UMLS:C1334584"
<http://purl.obolibrary.org/obo/MONDO_0003112>	"NCIT:C5486"
<http://purl.obolibrary.org/obo/MONDO_0003112>	"DOID:4716"
<http://purl.obolibrary.org/obo/MONDO_0024888>	"ICDO:9110/1"
<http://purl.obolibrary.org/obo/MONDO_0024888>	"NCIT:C4295"
<http://purl.obolibrary.org/obo/MONDO_0006700>	"DOID:12759"
<http://purl.obolibrary.org/obo/MONDO_0006700>	"EFO:1000866"
<http://purl.obolibrary.org/obo/MONDO_0006700>	"MESH:D002830"
<http://purl.obolibrary.org/obo/MONDO_0006700>	"NCIT:C3566"
<http://purl.obolibrary.org/obo/MONDO_0006700>	"SCTID:363466008"
<http://purl.obolibrary.org/obo/MONDO_0006700>	"ICD9:190.6"
<http://purl.obolibrary.org/obo/MONDO_0006700>	"MedDRA:10057405"
<http://purl.obolibrary.org/obo/MONDO_0000589>	"DOID:0060032"
<http://purl.obolibrary.org/obo/MONDO_0005324>	"NCIT:C92188"
<http://purl.obolibrary.org/obo/MONDO_0005324>	"MESH:D006255"
<http://purl.obolibrary.org/obo/MONDO_0005324>	"SCTID:367498001"
<http://purl.obolibrary.org/obo/MONDO_0005324>	"EFO:0003956"
<http://purl.obolibrary.org/obo/MONDO_0000270>	"ICD9:478.19"
<http://purl.obolibrary.org/obo/MONDO_0000270>	"DOID:0050161"
<http://purl.obolibrary.org/obo/MONDO_0000270>	"UMLS:C1290325"
<http://purl.obolibrary.org/obo/MONDO_0000270>	"SCTID:128272009"
<http://purl.obolibrary.org/obo/MONDO_0000270>	"ICD9:478.1"
<http://purl.obolibrary.org/obo/MONDO_0002155>	"ICD9:575.11"
<http://purl.obolibrary.org/obo/MONDO_0002155>	"NCIT:C34465"
<http://purl.obolibrary.org/obo/MONDO_0002155>	"SCTID:20824003"
<http://purl.obolibrary.org/obo/MONDO_0002155>	"ICD9:575.10"
<http://purl.obolibrary.org/obo/MONDO_0002155>	"DOID:1949"
<http://purl.obolibrary.org/obo/MONDO_0002155>	"MESH:D002764"
<http://purl.obolibrary.org/obo/MONDO_0018230>	"Orphanet:364526"
<http://purl.obolibrary.org/obo/MONDO_0018230>	"GARD:21567"
<http://purl.obolibrary.org/obo/MONDO_0000591>	"DOID:0060036"
<http://purl.obolibrary.org/obo/MONDO_0044014>	"SCTID:52772002"
<http://purl.obolibrary.org/obo/MONDO_0044014>	"UMLS:C0271815"
<http://purl.obolibrary.org/obo/MONDO_0044014>	"NCIT:C114389"
<http://purl.obolibrary.org/obo/MONDO_0044014>	"MESH:D050032"
<http://purl.obolibrary.org/obo/MONDO_0000605>	"DOID:0060056"
<http://purl.obolibrary.org/obo/MONDO_0000605>	"SCTID:473010000"
<http://purl.obolibrary.org/obo/MONDO_0000605>	"EFO:1002003"
<http://purl.obolibrary.org/obo/MONDO_0000605>	"NCIT:C3114"
<http://purl.obolibrary.org/obo/MONDO_0024317>	"UMLS:C1298685"
<http://purl.obolibrary.org/obo/MONDO_0024317>	"SCTID:373621006"
<http://purl.obolibrary.org/obo/MONDO_0024317>	"ICD9:338.4"
<http://purl.obolibrary.org/obo/MONDO_0024317>	"ICD10CM:G89.4"
<http://purl.obolibrary.org/obo/MONDO_0019087>	"MedDRA:10004593"
<http://purl.obolibrary.org/obo/MONDO_0019087>	"Orphanet:70567"
<http://purl.obolibrary.org/obo/MONDO_0019087>	"ONCOTREE:CHOL"
<http://purl.obolibrary.org/obo/MONDO_0019087>	"SCTID:312104005"
<http://purl.obolibrary.org/obo/MONDO_0019087>	"GARD:9304"
<http://purl.obolibrary.org/obo/MONDO_0019087>	"MedDRA:10008593"
<http://purl.obolibrary.org/obo/MONDO_0019087>	"EFO:0005221"
<http://purl.obolibrary.org/obo/MONDO_0019087>	"NORD:926"
<http://purl.obolibrary.org/obo/MONDO_0019087>	"NCIT:C4436"
<http://purl.obolibrary.org/obo/MONDO_0019087>	"DOID:4947"
<http://purl.obolibrary.org/obo/MONDO_0019087>	"MESH:D018281"
<http://purl.obolibrary.org/obo/MONDO_0019087>	"ICDO:8160/3"
<http://purl.obolibrary.org/obo/MONDO_0019087>	"UMLS:C0206698"
<http://purl.obolibrary.org/obo/MONDO_0003799>	"UMLS:C0009763"
<http://purl.obolibrary.org/obo/MONDO_0003799>	"MESH:D003231"
<http://purl.obolibrary.org/obo/MONDO_0003799>	"NCIT:C34504"
<http://purl.obolibrary.org/obo/MONDO_0003799>	"ICD9:372.39"
<http://purl.obolibrary.org/obo/MONDO_0003799>	"ICD9:372.30"
<http://purl.obolibrary.org/obo/MONDO_0003799>	"HP:0000509"
<http://purl.obolibrary.org/obo/MONDO_0003799>	"DOID:6195"
<http://purl.obolibrary.org/obo/MONDO_0003799>	"SCTID:9826008"
<http://purl.obolibrary.org/obo/MONDO_0021245>	"EFO:0003868"
<http://purl.obolibrary.org/obo/MONDO_0021245>	"ICD10CM:C00-C14"
<http://purl.obolibrary.org/obo/MONDO_0021245>	"UMLS:C0026640"
<http://purl.obolibrary.org/obo/MONDO_0021245>	"NCIT:C7606"
<http://purl.obolibrary.org/obo/MONDO_0021245>	"SCTID:235075007"
<http://purl.obolibrary.org/obo/MONDO_0002924>	"NCIT:C6511"
<http://purl.obolibrary.org/obo/MONDO_0002924>	"DOID:4230"
<http://purl.obolibrary.org/obo/MONDO_0002924>	"UMLS:C1334620"
<http://purl.obolibrary.org/obo/MONDO_0019182>	"Orphanet:77828"
<http://purl.obolibrary.org/obo/MONDO_0019182>	"OMIM:601665"
<http://purl.obolibrary.org/obo/MONDO_0019182>	"GARD:18935"
<http://purl.obolibrary.org/obo/MONDO_0002367>	"SCTID:363518003"
<http://purl.obolibrary.org/obo/MONDO_0002367>	"MESH:D007680"
<http://purl.obolibrary.org/obo/MONDO_0002367>	"NCIT:C7548"
<http://purl.obolibrary.org/obo/MONDO_0002367>	"ICD9:189.0"
<http://purl.obolibrary.org/obo/MONDO_0002367>	"UMLS:C0740457"
<http://purl.obolibrary.org/obo/MONDO_0002367>	"DOID:263"
<http://purl.obolibrary.org/obo/MONDO_0006668>	"EFO:1000829"
<http://purl.obolibrary.org/obo/MONDO_0006668>	"DOID:9700"
<http://purl.obolibrary.org/obo/MONDO_0006668>	"NCIT:C53656"
<http://purl.obolibrary.org/obo/MONDO_0006668>	"SCTID:243321006"
<http://purl.obolibrary.org/obo/MONDO_0006668>	"MedDRA:10061784"
<http://purl.obolibrary.org/obo/MONDO_0006668>	"MESH:D003234"
<http://purl.obolibrary.org/obo/MONDO_0006668>	"ICD9:372.03"
<http://purl.obolibrary.org/obo/MONDO_0006668>	"UMLS:C0009768"
<http://purl.obolibrary.org/obo/MONDO_0021662>	"UMLS:C0005396"
<http://purl.obolibrary.org/obo/MONDO_0021662>	"NCIT:C2898"
<http://purl.obolibrary.org/obo/MONDO_0021662>	"MESH:D001650"
<http://purl.obolibrary.org/obo/MONDO_0003000>	"UMLS:C1332880"
<http://purl.obolibrary.org/obo/MONDO_0003000>	"NCIT:C5461"
<http://purl.obolibrary.org/obo/MONDO_0003000>	"DOID:4439"
<http://purl.obolibrary.org/obo/MONDO_0001538>	"UMLS:C0162291"
<http://purl.obolibrary.org/obo/MONDO_0001538>	"DOID:12510"
<http://purl.obolibrary.org/obo/MONDO_0001538>	"ICD9:362.84"
<http://purl.obolibrary.org/obo/MONDO_0001538>	"SCTID:26468004"
<http://purl.obolibrary.org/obo/MONDO_0001538>	"ICD10CM:H35.82"
<http://purl.obolibrary.org/obo/MONDO_0021148>	"EFO:1001331"
<http://purl.obolibrary.org/obo/MONDO_0021148>	"MESH:D005833"
<http://purl.obolibrary.org/obo/MONDO_0021148>	"UMLS:C0017416"
<http://purl.obolibrary.org/obo/MONDO_0021148>	"NCIT:C3053"
<http://purl.obolibrary.org/obo/MONDO_0015067>	"NCIT:C135212"
<http://purl.obolibrary.org/obo/MONDO_0021258>	"NCIT:C2949"
<http://purl.obolibrary.org/obo/MONDO_0016127>	"SCTID:30330001"
<http://purl.obolibrary.org/obo/MONDO_0016127>	"Orphanet:206994"
<http://purl.obolibrary.org/obo/MONDO_0016127>	"GARD:20378"
<http://purl.obolibrary.org/obo/MONDO_0004598>	"SCTID:67189007"
<http://purl.obolibrary.org/obo/MONDO_0004598>	"ICD9:415.0"
<http://purl.obolibrary.org/obo/MONDO_0004598>	"ICD9:415"
<http://purl.obolibrary.org/obo/MONDO_0004598>	"SCTID:49584005"
<http://purl.obolibrary.org/obo/MONDO_0004598>	"DOID:8517"
<http://purl.obolibrary.org/obo/MONDO_0004598>	"DOID:8514"
<http://purl.obolibrary.org/obo/MONDO_0004598>	"UMLS:C0155671"
<http://purl.obolibrary.org/obo/MONDO_0001949>	"ICD10CM:E06.0"
<http://purl.obolibrary.org/obo/MONDO_0001949>	"UMLS:C0001360"
<http://purl.obolibrary.org/obo/MONDO_0001949>	"ICD9:245.0"
<http://purl.obolibrary.org/obo/MONDO_0001949>	"SCTID:190293001"
<http://purl.obolibrary.org/obo/MONDO_0001949>	"DOID:14353"
<http://purl.obolibrary.org/obo/MONDO_0005108>	"ICD9:078.89"
<http://purl.obolibrary.org/obo/MONDO_0005108>	"ICD9:079.99"
<http://purl.obolibrary.org/obo/MONDO_0005108>	"EFO:0000763"
<http://purl.obolibrary.org/obo/MONDO_0005108>	"NCIT:C3439"
<http://purl.obolibrary.org/obo/MONDO_0005108>	"ICD9:066.9"
<http://purl.obolibrary.org/obo/MONDO_0005108>	"DOID:934"
<http://purl.obolibrary.org/obo/MONDO_0005108>	"ICD9:060-066.99"
<http://purl.obolibrary.org/obo/MONDO_0005108>	"MESH:D014777"
<http://purl.obolibrary.org/obo/MONDO_0005108>	"SCTID:34014006"
<http://purl.obolibrary.org/obo/MONDO_0003113>	"DOID:4717"
<http://purl.obolibrary.org/obo/MONDO_0003113>	"NCIT:C8881"
<http://purl.obolibrary.org/obo/MONDO_0003113>	"UMLS:C1334581"
<http://purl.obolibrary.org/obo/MONDO_0003569>	"NCIT:C26733"
<http://purl.obolibrary.org/obo/MONDO_0003569>	"UMLS:C0010266"
<http://purl.obolibrary.org/obo/MONDO_0003569>	"DOID:5656"
<http://purl.obolibrary.org/obo/MONDO_0003569>	"ICD9:352.9"
<http://purl.obolibrary.org/obo/MONDO_0003569>	"MESH:D003389"
<http://purl.obolibrary.org/obo/MONDO_0003569>	"SCTID:73013002"
<http://purl.obolibrary.org/obo/MONDO_0000984>	"ICD10CM:D56"
<http://purl.obolibrary.org/obo/MONDO_0000984>	"ICD9:282.4"
<http://purl.obolibrary.org/obo/MONDO_0000984>	"ICD9:282.49"
<http://purl.obolibrary.org/obo/MONDO_0000984>	"ICD9:282.40"
<http://purl.obolibrary.org/obo/MONDO_0000984>	"DOID:10241"
<http://purl.obolibrary.org/obo/MONDO_0000984>	"EFO:1001996"
<http://purl.obolibrary.org/obo/MONDO_0000984>	"NCIT:C35069"
<http://purl.obolibrary.org/obo/MONDO_0000984>	"SCTID:40108008"
<http://purl.obolibrary.org/obo/MONDO_0000984>	"UMLS:C0039730"
<http://purl.obolibrary.org/obo/MONDO_0000984>	"MESH:D013789"
<http://purl.obolibrary.org/obo/MONDO_0021385>	"SCTID:126855001"
<http://purl.obolibrary.org/obo/MONDO_0021385>	"UMLS:C0345913"
<http://purl.obolibrary.org/obo/MONDO_0021385>	"NCIT:C4441"
<http://purl.obolibrary.org/obo/MONDO_0019127>	"GARD:7425"
<http://purl.obolibrary.org/obo/MONDO_0019127>	"MESH:D017285"
<http://purl.obolibrary.org/obo/MONDO_0019127>	"MedDRA:10036102"
<http://purl.obolibrary.org/obo/MONDO_0019127>	"NCIT:C26925"
<http://purl.obolibrary.org/obo/MONDO_0019127>	"ICD10CM:M33.2"
<http://purl.obolibrary.org/obo/MONDO_0019127>	"UMLS:C0085655"
<http://purl.obolibrary.org/obo/MONDO_0019127>	"SCTID:31384009"
<http://purl.obolibrary.org/obo/MONDO_0019127>	"ICD9:710.4"
<http://purl.obolibrary.org/obo/MONDO_0019127>	"DOID:0080745"
<http://purl.obolibrary.org/obo/MONDO_0019127>	"Orphanet:732"
<http://purl.obolibrary.org/obo/MONDO_0019127>	"Wikipedia:Polymyositis"
<http://purl.obolibrary.org/obo/MONDO_0019127>	"EFO:0003063"
<http://purl.obolibrary.org/obo/MONDO_0011122>	"ICD9:278.0"
<http://purl.obolibrary.org/obo/MONDO_0011122>	"SCTID:414916001"
<http://purl.obolibrary.org/obo/MONDO_0011122>	"ICD9:278.00"
<http://purl.obolibrary.org/obo/MONDO_0011122>	"DOID:9970"
<http://purl.obolibrary.org/obo/MONDO_0011122>	"Orphanet:521399"
<http://purl.obolibrary.org/obo/MONDO_0011122>	"UMLS:C0028754"
<http://purl.obolibrary.org/obo/MONDO_0011122>	"EFO:0001073"
<http://purl.obolibrary.org/obo/MONDO_0011122>	"NIFSTD:nlx_dys_20090302"
<http://purl.obolibrary.org/obo/MONDO_0011122>	"HP:0001513"
<http://purl.obolibrary.org/obo/MONDO_0011122>	"NCIT:C3283"
<http://purl.obolibrary.org/obo/MONDO_0009831>	"ICD9:157.0"
<http://purl.obolibrary.org/obo/MONDO_0009831>	"EFO:1000359"
<http://purl.obolibrary.org/obo/MONDO_0009831>	"ICD9:157.2"
<http://purl.obolibrary.org/obo/MONDO_0009831>	"ICD9:157.1"
<http://purl.obolibrary.org/obo/MONDO_0009831>	"NCIT:C9005"
<http://purl.obolibrary.org/obo/MONDO_0009831>	"DOID:1793"
<http://purl.obolibrary.org/obo/MONDO_0009831>	"ICD9:157.8"
<http://purl.obolibrary.org/obo/MONDO_0001879>	"UMLS:C0153445"
<http://purl.obolibrary.org/obo/MONDO_0001879>	"NCIT:C7379"
<http://purl.obolibrary.org/obo/MONDO_0001879>	"ICD9:154.2"
<http://purl.obolibrary.org/obo/MONDO_0001879>	"DOID:14110"
<http://purl.obolibrary.org/obo/MONDO_0001879>	"ICD9:154.3"
<http://purl.obolibrary.org/obo/MONDO_0001879>	"SCTID:363352004"
<http://purl.obolibrary.org/obo/MONDO_0005247>	"SCTID:68566005"
<http://purl.obolibrary.org/obo/MONDO_0005247>	"EFO:0003103"
<http://purl.obolibrary.org/obo/MONDO_0005247>	"NCIT:C50791"
<http://purl.obolibrary.org/obo/MONDO_0005247>	"ICD9:599.0"
<http://purl.obolibrary.org/obo/MONDO_0015288>	"EFO:0007308"
<http://purl.obolibrary.org/obo/MONDO_0015288>	"SCTID:9389005"
<http://purl.obolibrary.org/obo/MONDO_0015288>	"Orphanet:137586"
<http://purl.obolibrary.org/obo/MONDO_0015288>	"ICD10EXP:B00.5+"
<http://purl.obolibrary.org/obo/MONDO_0015288>	"ICD10EXP:H19.1*"
<http://purl.obolibrary.org/obo/MONDO_0015288>	"NCIT:C34743"
<http://purl.obolibrary.org/obo/MONDO_0015288>	"DOID:0080158"
<http://purl.obolibrary.org/obo/MONDO_0015288>	"UMLS:C0019357"
<http://purl.obolibrary.org/obo/MONDO_0001627>	"MESH:D003704"
<http://purl.obolibrary.org/obo/MONDO_0001627>	"DOID:1307"
<http://purl.obolibrary.org/obo/MONDO_0001627>	"NCIT:C4786"
<http://purl.obolibrary.org/obo/MONDO_0001627>	"ICD9:294.1"
<http://purl.obolibrary.org/obo/MONDO_0001627>	"ICD9:294.8"
<http://purl.obolibrary.org/obo/MONDO_0001627>	"SCTID:52448006"
<http://purl.obolibrary.org/obo/MONDO_0001627>	"ICD9:290.8"
<http://purl.obolibrary.org/obo/MONDO_0001627>	"HP:0000726"
<http://purl.obolibrary.org/obo/MONDO_0021639>	"UMLS:C4330050"
<http://purl.obolibrary.org/obo/MONDO_0021639>	"NCIT:C132505"
<http://purl.obolibrary.org/obo/MONDO_0002567>	"NCIT:C35079"
<http://purl.obolibrary.org/obo/MONDO_0002567>	"DOID:3225"
<http://purl.obolibrary.org/obo/MONDO_0002567>	"UMLS:C4025678"
<http://purl.obolibrary.org/obo/MONDO_0002567>	"MESH:D014133"
<http://purl.obolibrary.org/obo/MONDO_0002567>	"SCTID:47125007"
<http://purl.obolibrary.org/obo/MONDO_0002708>	"DOID:3612"
